gene-chr,gene-start,gene-end,mRNA-start,mRNA-end,gene-ID,Genbank,Product,mRNALength
NC_035783.1,34162033,34170399,34162033,34170399,111128064,XM_022473465.1,nicalin-1-like,8366
NC_035783.1,34171299,34189934,34171299,34189934,111130389,XM_022477424.1,uncharacterized LOC111130389,18635
NC_035783.1,34179196,34194218,34179196,34194218,111130388,XM_022477421.1,uncharacterized LOC111130388,15022
NC_035783.1,34197527,34199453,34197527,34199453,111131286,XM_022478733.1,uncharacterized LOC111131286,1926
NC_035783.1,34204779,34207143,34204779,34207143,111131856,XM_022479597.1,RIIa domain-containing protein 1-like,2364
NC_035783.1,34209151,34216373,34209151,34216373,111131855,XM_022479595.1,uncharacterized LOC111131855,7222
NC_035783.1,34225985,34241816,34225985,34241816,111131425,XM_022478944.1,putative ammonium transporter 3,15831
NC_035783.1,34242991,34250535,34242991,34250535,111130910,XM_022478181.1,heavy metal-binding protein HIP-like,7544
NC_035783.1,34252821,34259791,34252821,34259791,111128492,XM_022474106.1,organic cation transporter protein-like,6970
NC_035783.1,34264123,34291563,34264123,34291563,111129621,XM_022476077.1,calmodulin-like protein 12,27440
NC_035783.1,34293565,34341092,34293565,34341092,111131696,XM_022479341.1,protein jagged-1b-like,47527
NC_035783.1,34342921,34346467,34342921,34346467,111128071,XM_022473482.1,protein ARV1-like,3546
NC_035783.1,34346672,34348290,34346672,34348290,111131247,XM_022478684.1,ribonuclease P protein subunit p20-like,1618
NC_035783.1,34350405,34370559,34350405,34370559,111131254,XM_022478688.1,flocculation protein FLO11-like,20154
NC_035783.1,34375231,34389058,34375231,34389058,111128156,XM_022473628.1,WD repeat-containing protein 27-like,13827
NC_035783.1,34390611,34395205,34390611,34395205,111128221,XM_022473725.1,alpha- and gamma-adaptin-binding protein p34-like,4594
NC_035783.1,34399650,34414867,34399650,34414867,111130250,XM_022477049.1,IQ domain-containing protein H-like,15217
NC_035783.1,34417618,34423570,34417618,34423570,111128379,XM_022473965.1,tRNA (guanine(26)-N(2))-dimethyltransferase-like,5952
NC_035783.1,34423599,34425501,34423599,34425501,111131711,XM_022479362.1,phosphomevalonate kinase-like,1902
NC_035783.1,34431770,34439836,34431770,34439836,111129622,XM_022476078.1,uncharacterized LOC111129622,8066
NC_035783.1,34438217,34442307,34438217,34442307,111129623,XM_022476079.1,uncharacterized LOC111129623,4090
NC_035783.1,34440363,34449901,34440363,34449901,111129965,XM_022476524.1,apolipophorins-like,9538
NC_035783.1,34455780,34465516,34455780,34465516,111128164,XM_022473642.1,chaperone protein DnaJ 2-like,9736
NC_035783.1,34474052,34478841,34474052,34478841,111127835,XM_022473107.1,dnaJ homolog subfamily C member 5B-like,4789
NC_035783.1,34479585,34483425,34479585,34483425,111130632,XM_022477796.1,NADP-dependent oxidoreductase domain-containing protein 1-like,3840
NC_035783.1,34484218,34509920,34484218,34509920,111130150,XM_022476885.1,symplekin-like,25702
NC_035783.1,34513625,34516573,34513625,34516573,111129624,XM_022476080.1,uncharacterized LOC111129624,2948
NC_035783.1,34522161,34542301,34522161,34542301,111129625,XM_022476082.1,uncharacterized LOC111129625,20140
NC_035783.1,34543593,34547660,34543593,34547660,111129945,XM_022476498.1,protein FAM50A-like,4067
NC_035783.1,34547748,34550340,34547748,34550340,111129943,XM_022476497.1,uncharacterized LOC111129943,2592
NC_035783.1,34550376,34559759,34550376,34559759,111129942,XM_022476496.1,mitochondrial import inner membrane translocase subunit TIM50-like,9383
NC_035783.1,34562996,34572131,34562996,34572131,111130000,XM_022476585.1,uncharacterized LOC111130000,9135
NC_035783.1,34572237,34582500,34572237,34582500,111129999,XM_022476582.1,fasciculation and elongation protein zeta-2-like,10263
NC_035783.1,34587172,34591983,34587172,34591983,111129820,XM_022476284.1,serine/arginine-rich splicing factor 6-like,4811
NC_035783.1,34597098,34598520,34597098,34598520,111129822,XM_022476286.1,glutathione-specific gamma-glutamylcyclotransferase 1-like,1422
NC_035783.1,34601781,34603406,34601781,34603406,111129821,XM_022476285.1,putative glutathione-specific gamma-glutamylcyclotransferase 2,1625
NC_035783.1,34606951,34608321,34606951,34608321,111129626,XM_022476083.1,glutathione-specific gamma-glutamylcyclotransferase 1-like,1370
NC_035783.1,34619150,34623418,34619150,34623418,111130308,XM_022477204.1,uncharacterized LOC111130308,4268
NC_035783.1,34623541,34640199,34623541,34640199,111130309,XM_022477205.1,DNA helicase INO80-like,16658
NC_035783.1,34645006,34655630,34645006,34655630,111129313,XM_022475605.1,serine/arginine-rich splicing factor 5-like,10624
NC_035783.1,34658360,34665444,34658360,34665444,111130146,XM_022476880.1,protein STPG4-like,7084
NC_035783.1,34666024,34668883,34666024,34668883,111130145,XM_022476878.1,uncharacterized LOC111130145,2859
NC_035783.1,34683330,34693686,34683330,34693686,111127725,XM_022472956.1,tetratricopeptide repeat protein 7B-like,10356
NC_035783.1,34693847,34698833,34693847,34698833,111131216,XM_022478636.1,ubiquitin-40S ribosomal protein S27a,4986
NC_035783.1,34705135,34741338,34705135,34741336,111130874,XM_022478140.1,girdin-like,36201
NC_035783.1,34742086,34751455,34742086,34751455,111130875,XM_022478143.1,histone acetyltransferase KAT5-like,9369
NC_035783.1,34751625,34759661,34751625,34759661,111130877,XM_022478144.1,DNA-directed RNA polymerase III subunit RPC6-like,8036
NC_035783.1,34760361,34766606,34760361,34766606,111128759,XM_022474591.1,solute carrier family 25 member 45-like,6245
NC_035783.1,34766681,34779442,34766681,34779442,111128758,XM_022474590.1,AT-rich interactive domain-containing protein 4B-like,12761
NC_035783.1,34780983,34805756,34780983,34805756,111129627,XM_022476084.1,uncharacterized LOC111129627,24773
NC_035783.1,34806535,34810890,34806535,34810890,111130732,XM_022477943.1,ADP-ribosylation factor-like protein 2,4355
NC_035783.1,34811069,34821847,34811069,34821847,111130404,XM_022477455.1,ribosomal protein S6 kinase delta-1-like,10778
NC_035783.1,34824434,34827204,34824434,34827204,111131119,XM_022478498.1,renalase-like,2770
NC_035783.1,34830494,34843697,34830494,34843697,111127918,XM_022473247.1,non-symbiotic hemoglobin 1-like,13203
NC_035783.1,34854089,34862548,34854089,34862548,111130122,XM_022476844.1,XK-related protein 6-like,8459
NC_035783.1,34871737,34882679,34871737,34882679,111128211,XM_022473711.1,acidic fibroblast growth factor intracellular-binding protein-like,10942
NC_035783.1,34884930,34885484,34884930,34885484,111129628,XM_022476086.1,uncharacterized LOC111129628,554
NC_035783.1,34885693,34891581,34885693,34891581,111129629,XM_022476087.1,uncharacterized LOC111129629,5888
NC_035783.1,34892806,34895151,34892806,34895151,111128146,XM_022473612.1,proline-rich extensin-like protein EPR1,2345
NC_035783.1,34900898,34904841,34900898,34904841,111131669,XM_022479305.1,flocculation protein FLO11-like,3943
NC_035783.1,34910953,34914353,34910953,34914353,111130871,XM_022478133.1,uncharacterized LOC111130871,3400
NC_035783.1,34914349,34920488,34914349,34920488,111130872,XM_022478136.1,uncharacterized LOC111130872,6139
NC_035783.1,34921093,34927161,34921093,34927161,111130873,XM_022478137.1,uncharacterized protein MG039 homolog,6068
NC_035783.1,34949601,34953818,34949601,34953818,111130365,XM_022477371.1,F-box only protein 22-like,4217
NC_035783.1,34956587,34965848,34956587,34965848,111131570,XM_022479168.1,ADAMTS-like protein 1,9261
NC_035783.1,34968677,34970283,34968677,34970283,111130680,XM_022477872.1,putative mannan endo-1,1606
NC_035783.1,34975583,34980069,34975583,34980069,111130928,XM_022478214.1,uncharacterized LOC111130928,4486
NC_035783.1,34983307,34984825,34983307,34984825,111130731,XM_022477941.1,spidroin-1-like,1518
NC_035783.1,34993303,34995239,34993303,34995239,111131728,XM_022479394.1,acanthoscurrin-2-like,1936
NC_035783.1,34996191,34997367,34996191,34997367,111131464,XM_022479005.1,glycine-rich cell wall structural protein-like,1176
NC_035783.1,35000324,35001448,35000324,35001448,111131465,XM_022479006.1,glycine-rich cell wall structural protein-like,1124
NC_035783.1,35004679,35005825,35004679,35005825,111131467,XM_022479007.1,glycine-rich cell wall structural protein-like,1146
NC_035783.1,35009451,35010077,35009451,35010077,111129630,XM_022476088.1,tripartite motif-containing protein 3-like,626
NC_035783.1,35016309,35018619,35016309,35018619,111131463,XM_022479004.1,uncharacterized LOC111131463,2310
NC_035783.1,35022616,35028847,35022616,35028847,111131468,XM_022479008.1,acanthoscurrin-1-like,6231
NC_035783.1,35036402,35042029,35036402,35042029,111130993,XM_022478303.1,neuropeptide-like protein 29,5627
NC_035783.1,35046374,35047140,35046374,35047140,111130994,XM_022478307.1,neuropeptide-like protein 29,766
NC_035783.1,35050263,35052550,35050263,35052550,111131132,XM_022478510.1,uncharacterized LOC111131132,2287
NC_035783.1,35058928,35077785,35058928,35077785,111131720,XM_022479378.1,ubiquitin-like modifier-activating enzyme 6,18857
NC_035783.1,35084824,35142443,35084824,35142443,111130297,XM_022477151.1,A-kinase anchor protein 13-like,57619
NC_035783.1,35143631,35150933,35143631,35150933,111127768,XM_022473009.1,calcium/calmodulin-dependent protein kinase type IV-like,7302
NC_035783.1,35151078,35154979,35151078,35154979,111127769,XM_022473013.1,30S ribosomal protein S11-like,3901
NC_035783.1,35156864,35169283,35156864,35169283,111129631,XM_022476089.1,uncharacterized LOC111129631,12419
NC_035783.1,35182527,35184733,35182527,35184733,111131072,XM_022478411.1,uncharacterized LOC111131072,2206
NC_035783.1,35213545,35224377,35213545,35224377,111131293,XM_022478742.1,Down syndrome cell adhesion molecule-like,10832
NC_035783.1,35251667,35271826,35251667,35271826,111130512,XM_022477654.1,F-box DNA helicase 1-like,20159
NC_035783.1,35281546,35286665,35281546,35286665,111130513,XM_022477655.1,arrestin domain-containing protein 2-like,5119
NC_035783.1,35299482,35301478,35299482,35301478,111130504,XM_022477647.1,uncharacterized LOC111130504,1996
NC_035783.1,35305139,35310456,35305139,35310456,111131177,XM_022478588.1,uncharacterized LOC111131177,5317
NC_035783.1,35311779,35315997,35311779,35315997,111130261,XM_022477085.1,transmembrane protein 160-like,4218
NC_035783.1,35331445,35355485,35331445,35355485,111128592,XM_022474307.1,TNF receptor-associated factor 3-like,24040
NC_035783.1,35357801,35362076,35357801,35362076,111128453,XM_022474065.1,GLIPR1-like protein 1,4275
NC_035783.1,35363889,35370427,35363890,35370427,111127917,XM_022473244.1,TNF receptor-associated factor 3-like,6537
NC_035783.1,35389742,35420983,35389742,35420983,111129526,XM_022475979.1,unconventional myosin-Ie-like,31241
NC_035783.1,35424366,35426037,35424366,35426037,111130939,XM_022478229.1,28S ribosomal protein S16,1671
NC_035783.1,35433857,35444120,35433857,35444120,111131265,XM_022478701.1,uncharacterized LOC111131265,10263
NC_035783.1,35471693,35480068,35471693,35480068,111131182,XM_022478594.1,neuronal acetylcholine receptor subunit alpha-10-like,8375
NC_035783.1,35485891,35492200,35485891,35492200,111127971,XM_022473299.1,uncharacterized protein C14orf80 homolog,6309
NC_035783.1,35492749,35498188,35492749,35498188,111127861,XM_022473149.1,uncharacterized LOC111127861,5439
NC_035783.1,35498853,35502729,35498853,35502729,111129632,XM_022476090.1,uncharacterized LOC111129632,3876
NC_035783.1,35527983,35537501,35527983,35537501,111128228,XM_022473735.1,protein asteroid homolog 1-like,9518
NC_035783.1,35547113,35551828,35547113,35551828,111128229,XM_022473736.1,ubiquitin-conjugating enzyme E2 R2-like,4715
NC_035783.1,35551884,35576085,35551884,35576085,111128227,XM_022473732.1,tyrosine-protein phosphatase non-receptor type 9-like,24201
NC_035783.1,35577461,35583945,35577461,35583945,111130450,XM_022477527.1,uncharacterized LOC111130450,6484
NC_035783.1,35585609,35590668,35585609,35590668,111130449,XM_022477526.1,uncharacterized LOC111130449,5059
NC_035783.1,35594396,35598275,35594396,35598275,111129251,XM_022475511.1,uncharacterized LOC111129251,3879
NC_035783.1,35602246,35607135,35602246,35607135,111129253,XM_022475518.1,phospholipid phosphatase 1-like,4889
NC_035783.1,35611415,35617673,35611415,35617673,111129252,XM_022475513.1,phospholipid phosphatase 1-like,6258
NC_035783.1,35618956,35624638,35618956,35624638,111129254,XM_022475520.1,uncharacterized LOC111129254,5682
NC_035783.1,35631912,35633873,35631912,35633873,111130467,XM_022477558.1,mitochondrial chaperone BCS1-like,1961
NC_035783.1,35634402,35643466,35634402,35643466,111128978,XM_022474968.1,serine/threonine-protein kinase VRK1-like,9064
NC_035783.1,35643240,35659920,35643240,35659920,111129633,XM_022476091.1,protein phosphatase 1 regulatory subunit 37-like,16680
NC_035783.1,35664687,35684846,35664687,35684846,111130423,XM_022477494.1,putative ATP-dependent RNA helicase TDRD9,20159
NC_035783.1,35685139,35688504,35685139,35688504,111130724,XM_022477935.1,optic atrophy 3 protein homolog,3365
NC_035783.1,35688890,35706229,35688890,35706229,111128034,XM_022473423.1,neuron navigator 3-like,17339
NC_035783.1,35706335,35716075,35706335,35716075,111128037,XM_022473428.1,cytochrome P450 2B11-like,9740
NC_035783.1,35716844,35726548,35716844,35726548,111128035,XM_022473426.1,N-acetylgalactosaminyltransferase 7-like,9704
NC_035783.1,35728300,35750775,35728300,35750775,111129899,XM_022476420.1,uncharacterized LOC111129899,22475
NC_035783.1,35758376,35764934,35758376,35764934,111130243,XM_022477031.1,phospholipid scramblase 1-like,6558
NC_035783.1,35766881,35767498,35766881,35767498,111129634,XM_022476092.1,uncharacterized LOC111129634,617
NC_035783.1,35768390,35780001,35768390,35780001,111130245,XM_022477037.1,phospholipid scramblase 1-like,11611
NC_035783.1,35781474,35787007,35781474,35787007,111130244,XM_022477034.1,phospholipid scramblase 1-like,5533
NC_035783.1,35791222,35820534,35791222,35820534,111130761,XM_022477993.1,centlein-like,29312
NC_035783.1,35822983,35861411,35822983,35861411,111130085,XM_022476781.1,zinc finger protein basonuclin-2-like,38428
NC_035783.1,35884614,35886072,35884614,35886072,111131155,XM_022478555.1,forkhead box protein E4-like,1458
NC_035783.1,35902225,35904829,35902225,35904829,111131504,XM_022479074.1,uncharacterized LOC111131504,2604
NC_035783.1,35919606,35920442,35919606,35920442,111129636,XM_022476093.1,uncharacterized LOC111129636,836
NC_035783.1,35924587,35926772,35924587,35926772,111131624,XM_022479238.1,uncharacterized LOC111131624,2185
NC_035783.1,35929858,35932620,35929858,35932620,111131583,XM_022479185.1,uncharacterized LOC111131583,2762
NC_035783.1,35932619,35935540,35932619,35935540,111131582,XM_022479184.1,uncharacterized LOC111131582,2921
NC_035783.1,35937883,35939976,35937883,35939976,111130139,XM_022476871.1,uncharacterized LOC111130139,2093
NC_035783.1,35945634,35947313,35945634,35947313,111130141,XM_022476873.1,uncharacterized LOC111130141,1679
NC_035783.1,35951513,35958664,35951513,35958664,111130140,XM_022476872.1,papilin-like,7151
NC_035783.1,35963527,35972036,35963527,35972036,111128796,XM_022474652.1,uncharacterized LOC111128796,8509
NC_035783.1,35980376,36001344,35980377,36001344,111129471,XM_022475863.1,uncharacterized LOC111129471,20967
NC_035783.1,35990921,35993367,35990921,35993195,111129472,XM_022475864.1,uncharacterized LOC111129472,2274
NC_035783.1,36014291,36025416,36014291,36025414,111130412,XM_022477479.1,zinc finger protein 474-like,11123
NC_035783.1,36025648,36033991,36025648,36033991,111127889,XM_022473189.1,serine/threonine-protein kinase ULK3-like,8343
NC_035783.1,36036524,36051310,36036524,36051310,111129303,XM_022475590.1,uncharacterized LOC111129303,14786
NC_035783.1,36054319,36068844,36054319,36068844,111129304,XM_022475594.1,uncharacterized LOC111129304,14525
NC_035783.1,36069789,36078328,36069789,36078328,111128370,XM_022473957.1,mucin-6-like,8539
NC_035783.1,36086163,36089542,36086163,36089542,111131390,XM_022478881.1,uncharacterized LOC111131390,3379
NC_035783.1,36092715,36099310,36092715,36099310,111128237,XM_022473744.1,uncharacterized LOC111128237,6595
NC_035783.1,36100277,36119151,36100277,36119151,111128977,XM_022474965.1,retinitis pigmentosa 1-like 1 protein,18874
NC_035783.1,36134883,36143074,36134883,36143074,111130679,XM_022477871.1,3-oxo-5-alpha-steroid 4-dehydrogenase 1-like,8191
NC_035783.1,36151172,36154859,36151172,36154859,111130016,XM_022476615.1,calmodulin-like,3687
NC_035783.1,36179924,36194313,36179924,36194313,111130015,XM_022476614.1,calmodulin-beta-like,14389
NC_035783.1,36200509,36201778,36200509,36201778,111130013,XM_022476610.1,rho-related GTP-binding protein RhoD-like,1269
NC_035783.1,36204366,36220157,36204366,36220157,111130014,XM_022476612.1,calmodulin-beta-like,15791
NC_035783.1,36231374,36240600,36231374,36240600,111130700,XM_022477898.1,UPF0046 protein C25E10.12-like,9226
NC_035783.1,36240650,36287176,36240650,36287176,111130701,XM_022477901.1,uncharacterized LOC111130701,46526
